12.08.2020 00:00:00,4.9028
13.08.2020 00:00:00,4.8652
14.08.2020 00:00:00,4.8692
17.08.2020 00:00:00,4.8537
18.08.2020 00:00:00,4.8599
19.08.2020 00:00:00,4.8651
20.08.2020 00:00:00,4.8714
21.08.2020 00:00:00,4.9058
24.08.2020 00:00:00,4.8841
25.08.2020 00:00:00,4.8686
26.08.2020 00:00:00,4.9036
27.08.2020 00:00:00,4.9265
28.08.2020 00:00:00,4.9117
31.08.2020 00:00:00,4.9166
01.09.2020 00:00:00,4.9256
02.09.2020 00:00:00,4.9614
03.09.2020 00:00:00,4.9697
04.09.2020 00:00:00,4.9953
07.09.2020 00:00:00,4.9688
08.09.2020 00:00:00,4.9341
09.09.2020 00:00:00,4.9002
10.09.2020 00:00:00,4.8949
11.09.2020 00:00:00,4.7983
14.09.2020 00:00:00,4.8207
15.09.2020 00:00:00,4.8232
16.09.2020 00:00:00,4.8447
17.09.2020 00:00:00,4.8874
18.09.2020 00:00:00,4.8811
21.09.2020 00:00:00,4.8759
22.09.2020 00:00:00,4.9195
23.09.2020 00:00:00,4.8785
24.09.2020 00:00:00,4.9467
25.09.2020 00:00:00,4.9802
28.09.2020 00:00:00,5.0121
29.09.2020 00:00:00,5.0522
30.09.2020 00:00:00,4.9560
01.10.2020 00:00:00,4.9391
02.10.2020 00:00:00,4.9674
05.10.2020 00:00:00,4.9541
06.10.2020 00:00:00,4.9598
07.10.2020 00:00:00,4.9204
08.10.2020 00:00:00,4.9460
09.10.2020 00:00:00,4.9089
12.10.2020 00:00:00,4.9364
13.10.2020 00:00:00,4.9554
14.10.2020 00:00:00,4.9429
15.10.2020 00:00:00,5.0370
16.10.2020 00:00:00,5.0407
19.10.2020 00:00:00,5.0374
20.10.2020 00:00:00,5.0451
21.10.2020 00:00:00,5.0472
22.10.2020 00:00:00,5.0766
23.10.2020 00:00:00,5.0608
26.10.2020 00:00:00,5.0579
27.10.2020 00:00:00,5.0607
28.10.2020 00:00:00,5.0998
29.10.2020 00:00:00,5.1404
30.10.2020 00:00:00,5.1269
02.11.2020 00:00:00,5.1076
03.11.2020 00:00:00,5.0760
04.11.2020 00:00:00,5.0585
05.11.2020 00:00:00,5.0042
06.11.2020 00:00:00,5.0196
09.11.2020 00:00:00,4.9602
10.11.2020 00:00:00,5.0567
